
Giant Stuffed Pasta Shells,https://www.allrecipes.com/recipe/228497/giant-stuffed-pasta-shells/,main-dish,433.9,51.0,18.6,17.6
Banana-Oat Cottage Cheese Pancakes,https://www.allrecipes.com/recipe/239402/banana-oat-cottage-cheese-pancakes/,breakfast-and-brunch,149.9,19.3,9.8,3.8
Penne with Shrimp,https://www.allrecipes.com/recipe/86775/penne-with-shrimp/,world-cuisine,385.3,48.5,24.5,8.5
Tuscan White Bean Soup,https://www.allrecipes.com/recipe/215948/tuscan-white-bean-soup/,trusted-brands-recipes-and-tips,324.4,42.6,15.0,8.1
Portobello Bellybuttons,https://www.allrecipes.com/recipe/142773/portobello-bellybuttons/,world-cuisine,511.8,57.8,22.6,21.6
Kickin' Spicy Turkey Beer Chili,https://www.allrecipes.com/recipe/215307/kickin-spicy-turkey-beer-chili/,soups-stews-and-chili,298.0,38.4,20.2,7.4
Tomato Red Pepper Soup,https://www.allrecipes.com/recipe/214984/tomato-red-pepper-soup/,soups-stews-and-chili,217.1,29.3,10.8,5.5
Smoked Turkey Tortilla Wraps,https://www.allrecipes.com/recipe/24806/smoked-turkey-tortilla-wraps/,world-cuisine,210.9,28.9,9.9,9.8
Yoyo's BBQ Beans,https://www.allrecipes.com/recipe/143135/yoyos-bbq-beans/,side-dish,419.8,60.8,20.5,11.2
The Best BLT Sandwich,https://www.allrecipes.com/recipe/68601/the-best-blt-sandwich/,meat-and-poultry,284.1,33.1,13.2,11.5
Deception Pass Curried Lentil Soup,https://www.allrecipes.com/recipe/222663/deception-pass-curried-lentil-soup/,soups-stews-and-chili,339.1,48.4,16.7,9.0
Sausage Linguine with Ginger Pumpkin Sauce,https://www.allrecipes.com/recipe/71968/sausage-linguine-with-ginger-pumpkin-sauce/,world-cuisine,323.1,38.0,14.3,13.3
Rustica,https://www.allrecipes.com/recipe/55043/rustica/,world-cuisine,432.8,49.5,18.2,17.7
Healthier Creamy Au Gratin Potatoes,https://www.allrecipes.com/recipe/219443/healthier-creamy-au-gratin-potatoes/,side-dish,463.9,53.5,21.2,20.1
Delicious Creamed Peas,https://www.allrecipes.com/recipe/233051/delicious-creamed-peas/,side-dish,115.1,16.3,6.1,3.1
Simple and Delicious Kale Soup,https://www.allrecipes.com/recipe/235949/simple-and-delicious-kale-soup/,soups-stews-and-chili,287.7,43.9,14.7,7.5
Skinny Cream of Mushroom Soup,https://www.allrecipes.com/recipe/245256/skinny-cream-of-mushroom-soup/,soups-stews-and-chili,187.9,26.5,9.6,5.3
Steak Fajitas,https://www.allrecipes.com/recipe/14668/steak-fajitas/,world-cuisine,896.1,103.9,37.8,37.8
Beans and Rice,https://www.allrecipes.com/recipe/84720/beans-and-rice/,everyday-cooking,398.8,53.6,20.9,10.6
Traditional Pork Posole,https://www.allrecipes.com/recipe/234835/traditional-pork-posole/,soups-stews-and-chili,317.4,37.7,14.1,12.9
Chicken and Sausage with Bowties,https://www.allrecipes.com/recipe/8681/chicken-and-sausage-with-bowties/,meat-and-poultry,382.4,47.6,24.0,9.1
Quick Fideo,https://www.allrecipes.com/recipe/232316/quick-fideo/,world-cuisine,412.1,46.4,17.5,17.2
Weeknight Wonton Soup,https://www.allrecipes.com/recipe/188346/weeknight-wonton-soup/,soups-stews-and-chili,285.9,37.2,19.0,6.7
Apricot Lentil Soup,https://www.allrecipes.com/recipe/12979/apricot-lentil-soup/,soups-stews-and-chili,263.2,37.2,13.2,7.4
Potato Leek Soup II,https://www.allrecipes.com/recipe/17827/potato-leek-soup-ii/,soups-stews-and-chili,276.1,31.8,12.3,11.3
Cold Oven Popovers,https://www.allrecipes.com/recipe/23006/cold-oven-popovers/,bread,131.9,18.0,6.6,3.5
Spicy Pumpkin Chili,https://www.allrecipes.com/recipe/212397/spicy-pumpkin-chili/,soups-stews-and-chili,271.4,36.0,18.0,6.4
Westrup Whole Wheat Bread,https://www.allrecipes.com/recipe/17017/westrup-whole-wheat-bread/,bread,91.6,14.1,4.7,2.4
Manhattan Meatballs,https://www.allrecipes.com/recipe/16890/manhattan-meatballs/,appetizers-and-snacks,300.1,43.2,14.5,7.6
Lentils with Tomatoes,https://www.allrecipes.com/recipe/69027/lentils-with-tomatoes/,side-dish,265.9,32.5,12.4,10.9
Mensaf (Jordanian Lamb Stew),https://www.allrecipes.com/recipe/143424/mensaf-jordanian-lamb-stew/,soups-stews-and-chili,544.4,59.8,23.4,22.6
Pork Rib Stew with Sage Cornmeal Dumplings,https://www.allrecipes.com/recipe/89257/pork-rib-stew-with-sage-cornmeal-dumplings/,soups-stews-and-chili,363.8,44.1,14.9,14.9
Avgolemono,https://www.allrecipes.com/recipe/13172/avgolemono/,soups-stews-and-chili,150.0,21.8,8.4,4.2
All-Star Veggie Burger,https://www.allrecipes.com/recipe/81532/all-star-veggie-burger/,main-dish,161.5,23.8,8.3,4.7
Cold Black Bean Salad,https://www.allrecipes.com/recipe/62221/cold-black-bean-salad/,salad,220.4,31.8,11.0,6.1
Spamaroni and Cheese,https://www.allrecipes.com/recipe/246169/spamaroni-and-cheese/,main-dish,691.8,80.1,29.8,28.0
My Grandmother's Cabbage and Noodles,https://www.allrecipes.com/recipe/220720/my-grandmothers-cabbage-and-noodles/,side-dish,491.2,57.4,22.1,20.2
Browned Brussels Sprouts with Orange and Walnuts,https://www.allrecipes.com/recipe/132070/browned-brussels-sprouts-with-orange-and-walnuts/,side-dish,98.5,13.2,4.6,4.5
Punjabi Sukha Urad Dal,https://www.allrecipes.com/recipe/210520/punjabi-sukha-urad-dal/,world-cuisine,277.2,39.8,13.8,7.9
Pizza Fondue,https://www.allrecipes.com/recipe/230677/pizza-fondue/,appetizers-and-snacks,435.8,61.1,21.5,11.6
Baked Buffalo Chicken Strips,https://www.allrecipes.com/recipe/217143/baked-buffalo-chicken-strips/,appetizers-and-snacks,359.7,52.7,27.6,10.3
Pear and Prosciutto Bruschetta,https://www.allrecipes.com/recipe/222289/pear-and-prosciutto-bruschetta/,appetizers-and-snacks,315.0,36.6,13.5,12.8
Sweet and Savory Bacon Wraps,https://www.allrecipes.com/recipe/217932/sweet-and-savory-bacon-wraps/,appetizers-and-snacks,207.4,24.8,8.3,8.3
