Tatertot Casserole,https://www.allrecipes.com/recipe/222037/tatertot-casserole/,main-dish,345.1,16.9,18.5,23.8
Soft Oatmeal Cookies,https://www.allrecipes.com/recipe/19247/soft-oatmeal-cookies/,desserts,218.0,32.3,3.0,8.8
Three-Ingredient Baked Chicken Breasts,https://www.allrecipes.com/recipe/239137/three-ingredient-baked-chicken-breasts/,meat-and-poultry,227.1,0.0,23.7,14.2
Simple White Cake,https://www.allrecipes.com/recipe/17481/simple-white-cake/,desserts,208.6,29.4,3.1,8.9
Joy's Easy Banana Bread,https://www.allrecipes.com/recipe/241707/joys-easy-banana-bread/,breakfast-and-brunch,225.0,42.4,3.0,5.4
Tortellini Pesto Salad,https://www.allrecipes.com/recipe/41490/tortellini-pesto-salad/,salad,26.1,3.1,3.5,6.2
Fried Rice Restaurant Style,https://www.allrecipes.com/recipe/79543/fried-rice-restaurant-style/,main-dish,261.2,39.7,5.8,8.4
Tres Leches (Milk Cake),https://www.allrecipes.com/recipe/7399/tres-leches-milk-cake/,world-cuisine,34.6,28.2,0.2,8.2
Baked Pork Chops in Mushroom Sauce,https://www.allrecipes.com/recipe/281175/baked-pork-chops-in-mushroom-sauce/,main-dish,230.5,12.9,17.3,11.7
To Die For Blueberry Muffins,https://www.allrecipes.com/recipe/6865/to-die-for-blueberry-muffins/,bread,383.1,56.9,4.3,16.1
Whipped Cream,https://www.allrecipes.com/recipe/18352/whipped-cream/,side-dish,53.9,0.9,0.3,5.5
Buffalo Chicken Wing Sauce,https://www.allrecipes.com/recipe/219109/buffalo-chicken-wing-sauce/,side-dish,104.3,0.4,0.2,11.6
Homemade Chicken Soup,https://www.allrecipes.com/recipe/8814/homemade-chicken-soup/,soups-stews-and-chili,4.2,2.0,1.2,2.4
Fajita Seasoning,https://www.allrecipes.com/recipe/232967/fajita-seasoning/,world-cuisine,20.9,4.6,0.4,0.4
To Die For Fettuccine Alfredo,https://www.allrecipes.com/recipe/23431/to-die-for-fettuccine-alfredo/,main-dish,964.3,84.0,23.7,61.2
The Best Meatloaf I've Ever Made,https://www.allrecipes.com/recipe/74360/the-best-meatloaf-ive-ever-made/,main-dish,212.6,8.7,17.9,11.6
Buttery Garlic Green Beans,https://www.allrecipes.com/recipe/230103/buttery-garlic-green-beans/,side-dish,115.5,8.9,2.3,8.8
Jamie's Sweet and Easy Corn on the Cob,https://www.allrecipes.com/recipe/222352/jamies-sweet-and-easy-corn-on-the-cob/,side-dish,94.2,21.5,2.9,1.1
Abuela's Picadillo,https://www.allrecipes.com/recipe/255660/abuelas-picadillo/,world-cuisine,377.6,22.0,24.1,22.0
Buffalo Chicken Dip,https://www.allrecipes.com/recipe/68461/buffalo-chicken-dip/,appetizers-and-snacks,283.6,8.6,11.1,22.6
Fluffy Pancakes,https://www.allrecipes.com/recipe/162760/fluffy-pancakes/,breakfast-and-brunch,0.0,0.0,0.0,0.0
Baked Kale Chips,https://www.allrecipes.com/recipe/176957/baked-kale-chips/,appetizers-and-snacks,58.0,7.6,2.5,2.8
Vietnamese Fresh Spring Rolls,https://www.allrecipes.com/recipe/24239/vietnamese-fresh-spring-rolls/,appetizers-and-snacks,82.4,15.8,3.3,0.7
Simple Roasted Butternut Squash,https://www.allrecipes.com/recipe/229733/simple-roasted-butternut-squash/,side-dish,176.8,30.3,2.6,7.0
The Best Lemon Bars,https://www.allrecipes.com/recipe/10294/the-best-lemon-bars/,desserts,125.8,17.8,1.6,5.8
Banana Muffins II,https://www.allrecipes.com/recipe/42719/banana-muffins-ii/,bread,0.0,186.8,29.1,16.7
Quick and Easy Brownies,https://www.allrecipes.com/recipe/9599/quick-and-easy-brownies/,desserts,229.0,28.8,3.1,12.2
Basic Cream Cheese Frosting,https://www.allrecipes.com/recipe/8379/basic-cream-cheese-frosting/,desserts,12.0,0.0,9.0,40.4
Sloppy Joes II,https://www.allrecipes.com/recipe/24264/sloppy-joes-ii/,main-dish,188.8,11.2,15.1,9.4
Quick Tartar Sauce,https://www.allrecipes.com/recipe/183835/quick-tartar-sauce/,side-dish,199.7,1.4,0.3,21.9
Spaghetti Sauce with Ground Beef,https://www.allrecipes.com/recipe/158140/spaghetti-sauce-with-ground-beef/,side-dish,185.1,15.0,12.4,9.3
Slow Cooker Pork Rib Tips,https://www.allrecipes.com/recipe/274865/slow-cooker-pork-rib-tips/,meat-and-poultry,453.0,54.7,14.9,19.1
Roasted Pork Loin,https://www.allrecipes.com/recipe/21766/roasted-pork-loin/,meat-and-poultry,238.1,1.1,18.4,16.2
Honey Mustard Chicken Thighs,https://www.allrecipes.com/recipe/279403/honey-mustard-chicken-thighs/,meat-and-poultry,242.7,20.9,20.0,8.2
Best Spanish Rice,https://www.allrecipes.com/recipe/33385/best-spanish-rice/,side-dish,286.0,50.9,5.7,6.2
Chicken Cordon Bleu I,https://www.allrecipes.com/recipe/8495/chicken-cordon-bleu-i/,world-cuisine,418.8,12.6,46.1,19.4
Best Strawberry Daiquiri,https://www.allrecipes.com/recipe/32352/best-strawberry-daiquiri/,drinks,109.5,16.3,0.1,0.0
Creamy Rice Pudding,https://www.allrecipes.com/recipe/24059/creamy-rice-pudding/,desserts,365.8,67.6,8.8,6.9
Grilled Salmon I,https://www.allrecipes.com/recipe/12720/grilled-salmon-i/,main-dish,317.9,13.2,20.5,20.1
Salmon Patties I,https://www.allrecipes.com/recipe/9401/salmon-patties-i/,appetizers-and-snacks,224.4,9.0,22.3,10.4
Tender Italian Baked Chicken,https://www.allrecipes.com/recipe/52005/tender-italian-baked-chicken/,world-cuisine,553.9,17.1,31.8,39.6
Janet's Rich Banana Bread,https://www.allrecipes.com/recipe/17066/janets-rich-banana-bread/,bread,217.6,27.4,3.2,11.1
Microwave Corn on the Cob,https://www.allrecipes.com/recipe/51025/microwave-corn-on-the-cob/,side-dish,27.2,4.6,3.9,0.3
Roasted Brussels Sprouts,https://www.allrecipes.com/recipe/67952/roasted-brussels-sprouts/,fruits-and-vegetables,104.4,10.0,2.9,7.3
Grandma's Lemon Meringue Pie,https://www.allrecipes.com/recipe/15093/grandmas-lemon-meringue-pie/,desserts,297.7,49.7,4.4,10.3
Chewy Chocolate Chip Oatmeal Cookies,https://www.allrecipes.com/recipe/24445/chewy-chocolate-chip-oatmeal-cookies/,desserts,144.7,17.2,2.1,8.1
Chicken Stir-Fry,https://www.allrecipes.com/recipe/223382/chicken-stir-fry/,world-cuisine,699.5,76.7,67.7,12.1
Banana Pancakes I,https://www.allrecipes.com/recipe/20334/banana-pancakes-i/,breakfast-and-brunch,193.0,29.2,5.0,6.6
Emily's Excellent Taco Casserole,https://www.allrecipes.com/recipe/71179/emilys-excellent-taco-casserole/,main-dish,476.9,48.8,18.9,24.0
Indian Chicken Curry (Murgh Kari),https://www.allrecipes.com/recipe/212721/indian-chicken-curry-murgh-kari/,world-cuisine,427.4,14.7,38.1,24.3
Slow Cooker Beef Stew I,https://www.allrecipes.com/recipe/14685/slow-cooker-beef-stew-i/,soups-stews-and-chili,576.3,29.8,44.1,30.3
Baked Oatmeal II,https://www.allrecipes.com/recipe/51013/baked-oatmeal-ii/,breakfast-and-brunch,393.2,59.2,6.8,15.3
Golden Sweet Cornbread,https://www.allrecipes.com/recipe/17891/golden-sweet-cornbread/,bread,188.6,28.2,3.1,7.4
Basic Chicken Salad,https://www.allrecipes.com/recipe/8499/basic-chicken-salad/,salad,778.7,8.4,44.3,63.1
Slow Cooker Collard Greens,https://www.allrecipes.com/recipe/79927/slow-cooker-collard-greens/,side-dish,98.9,4.2,6.6,6.6
Old Fashioned Potato Salad,https://www.allrecipes.com/recipe/16729/old-fashioned-potato-salad/,salad,206.4,30.5,5.5,7.6
Best Tuna Casserole,https://www.allrecipes.com/recipe/17219/best-tuna-casserole/,seafood,595.0,58.1,32.1,26.1
Spaghetti Aglio e Olio,https://www.allrecipes.com/recipe/222000/spaghetti-aglio-e-olio/,world-cuisine,754.6,87.4,22.9,34.5
Honey-Garlic Slow Cooker Chicken Thighs,https://www.allrecipes.com/recipe/236609/honey-garlic-slow-cooker-chicken-thighs/,meat-and-poultry,324.5,34.2,21.9,11.9
Quick and Easy Alfredo Sauce,https://www.allrecipes.com/recipe/19402/quick-and-easy-alfredo-sauce/,side-dish,647.9,10.0,25.1,57.1
Simple Syrup,https://www.allrecipes.com/recipe/20216/simple-syrup/,side-dish,48.4,12.5,0.0,0.0
Roasted Vegetables,https://www.allrecipes.com/recipe/9377/roasted-vegetables/,side-dish,122.7,20.0,2.0,4.7
Balsamic Bruschetta,https://www.allrecipes.com/recipe/54165/balsamic-bruschetta/,appetizers-and-snacks,194.1,35.2,8.3,2.5
Mexican Rice II,https://www.allrecipes.com/recipe/27072/mexican-rice-ii/,side-dish,291.0,42.4,4.8,11.0
Bread Pudding II,https://www.allrecipes.com/recipe/7177/bread-pudding-ii/,desserts,164.8,26.5,4.6,4.8
Marinated Tuna Steak,https://www.allrecipes.com/recipe/39455/marinated-tuna-steak/,seafood,200.0,3.7,27.4,7.9
Chef John's Italian Meatballs,https://www.allrecipes.com/recipe/220854/chef-johns-italian-meatballs/,world-cuisine,81.9,1.7,6.2,5.5
Pan-Fried Asparagus,https://www.allrecipes.com/recipe/18318/pan-fried-asparagus/,side-dish,187.8,5.2,2.8,18.4
Roasted Potatoes and Onions - Easy and Delicious,https://www.allrecipes.com/recipe/241713/roasted-potatoes-and-onions-easy-and-delicious/,side-dish,474.3,34.3,4.0,37.0
Old Fashioned Onion Rings,https://www.allrecipes.com/recipe/82659/old-fashioned-onion-rings/,side-dish,641.2,68.3,14.3,34.6
Easy Pancakes,https://www.allrecipes.com/recipe/45396/easy-pancakes/,breakfast-and-brunch,247.4,33.5,6.8,9.6
Pasta Salad,https://www.allrecipes.com/recipe/14385/pasta-salad/,salad,400.1,39.0,7.9,24.8
Super-Delicious Zuppa Toscana,https://www.allrecipes.com/recipe/143069/super-delicious-zuppa-toscana/,soups-stews-and-chili,554.0,45.8,19.8,32.6
Quick Beef Stir-Fry,https://www.allrecipes.com/recipe/228823/quick-beef-stir-fry/,world-cuisine,267.5,9.1,22.6,15.8
Three Ingredient Peanut Butter Cookies,https://www.allrecipes.com/recipe/11352/three-ingredient-peanut-butter-cookies/,desserts,41.8,37.3,2.6,4.8
Banana Chocolate Chip Bread,https://www.allrecipes.com/recipe/230482/banana-chocolate-chip-bread/,bread,377.6,58.2,5.1,15.6
Basic Ham and Bean Soup,https://www.allrecipes.com/recipe/17628/basic-ham-and-bean-soup/,soups-stews-and-chili,256.9,29.0,18.1,8.0
Awesome Broccoli-Cheese Casserole,https://www.allrecipes.com/recipe/13606/awesome-broccoli-cheese-casserole/,side-dish,386.7,9.4,11.3,34.1
Bacon-Wrapped Jalapeno Poppers,https://www.allrecipes.com/recipe/233603/bacon-wrapped-jalapeno-poppers/,appetizers-and-snacks,213.0,2.5,11.0,17.7
Microwave Chocolate Mug Cake,https://www.allrecipes.com/recipe/241038/microwave-chocolate-mug-cake/,desserts,603.1,82.0,6.9,30.4
Salisbury Steak,https://www.allrecipes.com/recipe/14595/salisbury-steak/,main-dish,440.4,14.1,23.0,32.3
Cast Iron Pan-Seared Steak (Oven-Finished),https://www.allrecipes.com/recipe/262181/cast-iron-pan-seared-steak-oven-finished/,meat-and-poultry,456.7,42.8,31.5,15.2
Pico de Gallo,https://www.allrecipes.com/recipe/203800/pico-de-gallo/,appetizers-and-snacks,9.6,2.2,0.4,0.1
Spanish Flan,https://www.allrecipes.com/recipe/20979/spanish-flan/,world-cuisine,348.8,56.7,9.5,9.7
Grilled Asparagus,https://www.allrecipes.com/recipe/17445/grilled-asparagus/,side-dish,52.5,4.4,2.5,3.5
Ultimate Twice Baked Potatoes,https://www.allrecipes.com/recipe/24332/ultimate-twice-baked-potatoes/,side-dish,421.8,29.3,10.9,29.5
Juiciest Hamburgers Ever,https://www.allrecipes.com/recipe/49404/juiciest-hamburgers-ever/,main-dish,288.1,9.1,21.5,17.8
Baked Ham and Cheese Party Sandwiches,https://www.allrecipes.com/recipe/216756/baked-ham-and-cheese-party-sandwiches/,breakfast-and-brunch,208.3,10.8,9.8,14.0
Moscow Mule Cocktail,https://www.allrecipes.com/recipe/221310/moscow-mule-cocktail/,drinks,0.0,153.0,0.0,13.6
Easy Garam Masala,https://www.allrecipes.com/recipe/142967/easy-garam-masala/,world-cuisine,5.8,1.0,0.2,0.2
Baked Garlic Parmesan Chicken,https://www.allrecipes.com/recipe/55860/baked-garlic-parmesan-chicken/,main-dish,281.1,13.7,30.4,10.8
Absolute Best Liver and Onions,https://www.allrecipes.com/recipe/58942/absolute-best-liver-and-onions/,everyday-cooking,687.0,74.2,48.9,20.7
How to Make Vanilla Ice Cream,https://www.allrecipes.com/recipe/233928/how-to-make-vanilla-ice-cream/,desserts,425.3,45.8,5.8,24.7
Perfect Sushi Rice,https://www.allrecipes.com/recipe/99211/perfect-sushi-rice/,appetizers-and-snacks,112.2,23.5,1.7,1.0
Italian Bread Salad with Strawberries and Tomatoes,https://www.allrecipes.com/recipe/222905/italian-bread-salad-with-strawberries-and-tomatoes/,salad,376.2,52.3,9.1,14.8
Slow-Cooker Corned Beef and Cabbage,https://www.allrecipes.com/recipe/84270/slow-cooker-corned-beef-and-cabbage/,main-dish,472.5,49.5,23.6,19.6
Copycat Panera® Broccoli Cheddar Soup,https://www.allrecipes.com/recipe/235874/copycat-panera-broccoli-cheddar-soup/,soups-stews-and-chili,304.4,10.7,14.3,23.0
Strawberry Pretzel Salad,https://www.allrecipes.com/recipe/20338/strawberry-pretzel-salad/,desserts,423.5,52.1,4.5,23.3
Homemade Flour Tortillas,https://www.allrecipes.com/recipe/157642/homemade-flour-tortillas/,bread,85.7,16.0,2.2,1.3
Chef John's Perfect Prime Rib,https://www.allrecipes.com/recipe/221958/chef-johns-perfect-prime-rib/,main-dish,1756.9,1.0,72.5,160.6
Superb Sauteed Mushrooms,https://www.allrecipes.com/recipe/222795/superb-sauteed-mushrooms/,side-dish,199.2,5.3,3.9,19.2
World's Best Honey Garlic Pork Chops,https://www.allrecipes.com/recipe/235158/worlds-best-honey-garlic-pork-chops/,main-dish,208.4,13.5,25.6,5.6
Classic Old Fashioned,https://www.allrecipes.com/recipe/162397/classic-old-fashioned/,drinks,145.0,9.5,0.1,0.0
Gnocchi I,https://www.allrecipes.com/recipe/18465/gnocchi-i/,main-dish,0.0,0.0,67.0,4.0
Coconut Poke Cake,https://www.allrecipes.com/recipe/7994/coconut-poke-cake/,desserts,303.7,43.4,3.0,13.8
Mamaw's Chicken and Rice Casserole,https://www.allrecipes.com/recipe/233983/mamaws-chicken-and-rice-casserole/,meat-and-poultry,441.2,36.7,16.8,25.0
Chicken and Asparagus Fettuccine,https://www.allrecipes.com/recipe/18778/chicken-and-asparagus-fettuccine/,main-dish,567.1,46.6,27.6,30.9
Chef John's Hot Sloppy Joe Dip,https://www.allrecipes.com/recipe/257030/chef-johns-hot-sloppy-joe-dip/,appetizers-and-snacks,229.8,11.6,19.2,11.7
Spicy Thai Basil Chicken (Pad Krapow Gai),https://www.allrecipes.com/recipe/257938/spicy-thai-basil-chicken-pad-krapow-gai/,world-cuisine,715.4,58.6,49.8,30.0
Southern Pimento Cheese,https://www.allrecipes.com/recipe/189930/southern-pimento-cheese/,appetizers-and-snacks,207.8,2.1,6.3,19.9
Delicious Chana Masala,https://www.allrecipes.com/recipe/236563/delicious-chana-masala/,world-cuisine,412.5,72.7,16.8,7.8
Perfect Summer Fruit Salad,https://www.allrecipes.com/recipe/214947/perfect-summer-fruit-salad/,salad,155.0,39.0,1.8,0.6
Pesto Pasta,https://www.allrecipes.com/recipe/11887/pesto-pasta/,world-cuisine,224.7,32.0,7.8,7.2
Hamburger Potato Casserole,https://www.allrecipes.com/recipe/26609/hamburger-potato-casserole/,main-dish,402.8,17.1,22.1,26.9
The REAL Long Island Iced Tea,https://www.allrecipes.com/recipe/228491/the-real-long-island-iced-tea/,drinks,262.0,23.3,0.2,0.1
Mouth-Watering Stuffed Mushrooms,https://www.allrecipes.com/recipe/15184/mouth-watering-stuffed-mushrooms/,appetizers-and-snacks,87.8,1.5,2.7,8.2
How to Make Perfect Polenta,https://www.allrecipes.com/recipe/234933/how-to-make-perfect-polenta/,side-dish,291.2,31.0,9.2,14.7
Emily's Famous Hash Browns,https://www.allrecipes.com/recipe/57783/emilys-famous-hash-browns/,side-dish,183.0,26.1,4.7,6.9
Scones,https://www.allrecipes.com/recipe/20175/scones/,bread,397.3,50.6,6.8,18.9
Baked BBQ Baby Back Ribs,https://www.allrecipes.com/recipe/220987/baked-bbq-baby-back-ribs/,meat-and-poultry,488.4,51.8,18.9,22.9
Garlic Aioli,https://www.allrecipes.com/recipe/213608/garlic-aioli/,side-dish,151.3,1.5,0.3,16.4
Dumplings,https://www.allrecipes.com/recipe/6900/dumplings/,soups-stews-and-chili,105.3,18.0,2.8,2.4
Cheesy Amish Breakfast Casserole,https://www.allrecipes.com/recipe/229150/cheesy-amish-breakfast-casserole/,breakfast-and-brunch,313.7,12.1,21.7,22.8
Ham and Split Pea Soup Recipe - A Great Soup,https://www.allrecipes.com/recipe/219170/ham-and-split-pea-soup-recipe-a-great-soup/,soups-stews-and-chili,373.7,37.0,25.1,14.4
Cabbage Fat-Burning Soup,https://www.allrecipes.com/recipe/13116/cabbage-fat-burning-soup/,soups-stews-and-chili,90.4,20.7,4.0,0.5
Rich and Simple French Onion Soup,https://www.allrecipes.com/recipe/13309/rich-and-simple-french-onion-soup/,soups-stews-and-chili,585.3,27.9,20.9,43.9
Easy Guacamole,https://www.allrecipes.com/recipe/14064/easy-guacamole/,appetizers-and-snacks,44.9,3.4,0.7,3.7
Shrimp Scampi with Pasta,https://www.allrecipes.com/recipe/229960/shrimp-scampi-with-pasta/,world-cuisine,511.4,57.5,21.9,19.4
Strawberry Jam,https://www.allrecipes.com/recipe/38410/strawberry-jam/,side-dish,85.0,21.9,0.2,0.1
Seared Ahi Tuna Steaks,https://www.allrecipes.com/recipe/160099/seared-ahi-tuna-steaks/,seafood,300.7,0.7,33.3,17.8
Simple Chicken Brine,https://www.allrecipes.com/recipe/170656/simple-chicken-brine/,side-dish,182.5,24.7,2.0,9.0
Artichoke Chicken,https://www.allrecipes.com/recipe/69538/artichoke-chicken/,meat-and-poultry,548.4,13.4,34.4,39.9
Peanut Butter Banana Smoothie,https://www.allrecipes.com/recipe/221261/peanut-butter-banana-smoothie/,breakfast-and-brunch,335.1,34.1,12.8,18.8
Cheese Sauce for Broccoli and Cauliflower,https://www.allrecipes.com/recipe/233481/cheese-sauce-for-broccoli-and-cauliflower/,side-dish,177.6,4.3,8.7,14.0
Grandma's Corn Pudding,https://www.allrecipes.com/recipe/15985/grandmas-corn-pudding/,side-dish,277.1,39.6,7.7,12.0
Old Fashioned Creamy Rice Pudding,https://www.allrecipes.com/recipe/228914/old-fashioned-creamy-rice-pudding/,desserts,330.5,61.1,8.2,6.8
Grilled Cheese Sandwich,https://www.allrecipes.com/recipe/23891/grilled-cheese-sandwich/,main-dish,400.0,25.7,11.1,28.3
Aunt Jewel's Chicken Dressing Casserole,https://www.allrecipes.com/recipe/25939/aunt-jewels-chicken-dressing-casserole/,meat-and-poultry,235.7,15.8,29.5,5.2
Roasted Rack of Lamb,https://www.allrecipes.com/recipe/45641/roasted-rack-of-lamb/,meat-and-poultry,481.4,5.6,22.2,40.8
The Best Steak Marinade,https://www.allrecipes.com/recipe/176770/the-best-steak-marinade/,side-dish,155.5,7.8,1.2,13.5
Special Beef Rendang Curry,https://www.allrecipes.com/recipe/54204/special-beef-rendang-curry/,world-cuisine,289.0,9.4,20.7,30.2
Good New Orleans Creole Gumbo,https://www.allrecipes.com/recipe/216888/good-new-orleans-creole-gumbo/,soups-stews-and-chili,283.1,12.1,20.9,16.6
Fresh Broccoli Salad,https://www.allrecipes.com/recipe/14280/fresh-broccoli-salad/,salad,373.8,28.5,7.3,27.2
Corned Beef and Cabbage I,https://www.allrecipes.com/recipe/16310/corned-beef-and-cabbage-i/,main-dish,839.3,68.9,49.6,41.3
Easy Mexican Casserole,https://www.allrecipes.com/recipe/20680/easy-mexican-casserole/,world-cuisine,631.9,32.8,31.7,43.7
Best Cream Of Broccoli Soup,https://www.allrecipes.com/recipe/13313/best-cream-of-broccoli-soup/,soups-stews-and-chili,207.2,17.0,9.2,12.4
Chicken Katsu,https://www.allrecipes.com/recipe/72068/chicken-katsu/,world-cuisine,296.9,22.2,31.2,11.4
Miso Soup,https://www.allrecipes.com/recipe/13107/miso-soup/,soups-stews-and-chili,63.0,5.3,5.5,2.3
Prize Winning Baby Back Ribs,https://www.allrecipes.com/recipe/14539/prize-winning-baby-back-ribs/,meat-and-poultry,440.6,16.9,24.6,30.0
Leftover Ham -n- Potato Casserole,https://www.allrecipes.com/recipe/220961/leftover-ham-n-potato-casserole/,main-dish,577.7,40.3,24.3,35.8
Chicken Marsala,https://www.allrecipes.com/recipe/8887/chicken-marsala/,world-cuisine,447.7,13.3,28.8,26.6
Million-Dollar Spaghetti,https://www.allrecipes.com/recipe/232227/million-dollar-spaghetti/,main-dish,617.5,30.8,28.4,42.2
Perfect Ten Baked Cod,https://www.allrecipes.com/recipe/228319/perfect-ten-baked-cod/,seafood,279.9,9.3,20.9,16.1
Cherry Cream Cheese Dump Cake,https://www.allrecipes.com/recipe/236732/cherry-cream-cheese-dump-cake/,desserts,454.3,53.0,4.7,25.2
Mexican Taco Meatloaf,https://www.allrecipes.com/recipe/269732/mexican-taco-meatloaf/,world-cuisine,272.2,7.1,21.6,16.6
Kickin' Collard Greens,https://www.allrecipes.com/recipe/51803/kickin-collard-greens/,side-dish,127.1,7.9,4.4,9.2
Asian Lettuce Wraps,https://www.allrecipes.com/recipe/71722/asian-lettuce-wraps/,appetizers-and-snacks,388.0,24.3,23.4,22.3
Bahama Mama,https://www.allrecipes.com/recipe/17309/bahama-mama/,drinks,150.4,22.4,0.9,1.2
Garlic Mashed Cauliflower,https://www.allrecipes.com/recipe/230816/garlic-mashed-cauliflower/,fruits-and-vegetables,97.8,8.4,5.2,5.7
Bisquick® Substitute,https://www.allrecipes.com/recipe/244311/bisquick-substitute/,everyday-cooking,0.0,140.1,7.6,0.1
Peach Cobbler Dump Cake I,https://www.allrecipes.com/recipe/7987/peach-cobbler-dump-cake-i/,desserts,24.0,0.0,2.8,24.3
Classic Goulash,https://www.allrecipes.com/recipe/213268/classic-goulash/,soups-stews-and-chili,385.5,34.1,28.2,14.6
Easy Chicken Marsala,https://www.allrecipes.com/recipe/24010/easy-chicken-marsala/,main-dish,240.9,4.9,28.4,9.0
Authentic Louisiana Red Beans and Rice,https://www.allrecipes.com/recipe/58211/authentic-louisiana-red-beans-and-rice/,main-dish,630.4,79.1,24.0,24.2
Better-Than-Olive Garden® Alfredo Sauce,https://www.allrecipes.com/recipe/237995/better-than-olive-garden-alfredo-sauce/,side-dish,883.2,50.8,20.5,67.9
Baked Paprika-Parmesan Chicken,https://www.allrecipes.com/recipe/102235/baked-paprika-parmesan-chicken/,main-dish,364.2,7.6,41.5,17.9
Old Fashioned Potato Cakes,https://www.allrecipes.com/recipe/223597/old-fashioned-potato-cakes/,side-dish,254.8,45.1,7.1,4.9
Magnificent Macaroni Salad,https://www.allrecipes.com/recipe/221132/magnificent-macaroni-salad/,salad,782.8,53.4,14.0,57.4
Blueberry Lemon Loaf,https://www.allrecipes.com/recipe/167303/blueberry-lemon-loaf/,bread,183.9,30.1,3.4,6.1
Monkey Bread I,https://www.allrecipes.com/recipe/6815/monkey-bread-i/,breakfast-and-brunch,417.9,61.5,5.3,17.7
Classic Hash Browns,https://www.allrecipes.com/recipe/220520/classic-hash-browns/,side-dish,334.0,37.5,4.4,19.4
Garlic Butter,https://www.allrecipes.com/recipe/36925/garlic-butter/,side-dish,110.3,0.5,0.8,12.0
Unbelievable Fish Batter,https://www.allrecipes.com/recipe/145853/unbelievable-fish-batter/,uncategorized,90.9,19.4,2.8,0.6
Mom's Zucchini Bread,https://www.allrecipes.com/recipe/6698/moms-zucchini-bread/,breakfast-and-brunch,255.2,32.1,3.3,13.1
Baked Split Chicken Breast,https://www.allrecipes.com/recipe/231449/baked-split-chicken-breast/,meat-and-poultry,614.7,0.7,54.5,42.2
